Hostname,SistemaOperacional,EspacoLivreAntesGB,EspacoLivreDepoisGB,EspacoRecuperadoGB,Data
SRV-0650,Windows Server 2019,47.52,50.01,2.49,2025-03-30
SRV-0651,Windows Server 2022,28.45,31.58,3.13,2025-03-30
SRV-0652,Windows Server 2022,19.74,21.3,1.56,2025-03-30
SRV-0653,Windows Server 2016,25.21,29.17,3.96,2025-03-30
SRV-0654,Windows Server 2022,23.24,25.84,2.6,2025-03-30
SRV-0655,Windows Server 2019,38.42,40.1,1.68,2025-03-30
SRV-0656,Windows Server 2022,20.52,25.46,4.94,2025-03-30
SRV-0657,Windows Server 2019,33.57,35.66,2.09,2025-03-30
SRV-0658,Windows Server 2019,16.6,17.47,0.87,2025-03-30
SRV-0659,Windows Server 2016,44.7,46.19,1.49,2025-03-30
SRV-0660,Windows Server 2019,9.53,11.64,2.11,2025-03-30
SRV-0661,Windows Server 2019,42.72,46.02,3.3,2025-03-30
SRV-0662,Windows Server 2019,16.18,20.47,4.29,2025-03-30
SRV-0663,Windows Server 2022,39.88,42.03,2.15,2025-03-30
SRV-0664,Windows Server 2022,31.26,34.46,3.2,2025-03-30
SRV-0665,Windows Server 2022,30.29,31.46,1.17,2025-03-30
SRV-0666,Windows Server 2019,32.64,34.65,2.01,2025-03-30
SRV-0667,Windows Server 2016,11.64,14.76,3.12,2025-03-30
SRV-0668,Windows Server 2016,11.65,16.59,4.94,2025-03-30
SRV-0669,Windows Server 2019,17.09,21.42,4.33,2025-03-30
SRV-0670,Windows Server 2019,36.84,41.57,4.73,2025-03-30
SRV-0671,Windows Server 2016,42.73,45.33,2.6,2025-03-30
SRV-0672,Windows Server 2019,26.69,28.75,2.06,2025-03-30
SRV-0673,Windows Server 2019,5.31,7.89,2.58,2025-03-30
SRV-0674,Windows Server 2019,9.59,14.07,4.48,2025-03-30
SRV-0675,Windows Server 2019,37.11,37.9,0.79,2025-03-30
SRV-0676,Windows Server 2022,8.44,12.12,3.68,2025-03-30
SRV-0677,Windows Server 2022,12.85,15.95,3.1,2025-03-30
SRV-0678,Windows Server 2016,44.31,46.34,2.03,2025-03-30
SRV-0679,Windows Server 2019,34.12,35.98,1.86,2025-03-30
SRV-0680,Windows Server 2022,19.22,23.77,4.55,2025-03-30
SRV-0681,Windows Server 2022,32.38,32.57,0.19,2025-03-30
SRV-0682,Windows Server 2019,26.58,27.03,0.45,2025-03-30
SRV-0683,Windows Server 2022,21.44,24.78,3.34,2025-03-30
SRV-0684,Windows Server 2019,37.4,40.71,3.31,2025-03-30
SRV-0685,Windows Server 2016,24.17,25.12,0.95,2025-03-30
SRV-0686,Windows Server 2019,20.87,22.36,1.49,2025-03-30
SRV-0687,Windows Server 2022,49.77,53.11,3.34,2025-03-30
SRV-0688,Windows Server 2022,32.54,33.6,1.06,2025-03-30
SRV-0689,Windows Server 2019,37.49,41.19,3.7,2025-03-30
SRV-0690,Windows Server 2022,32.57,37.24,4.67,2025-03-30
SRV-0691,Windows Server 2022,16.96,21.04,4.08,2025-03-30
SRV-0692,Windows Server 2019,31.96,33.55,1.59,2025-03-30
SRV-0693,Windows Server 2016,34.55,36.38,1.83,2025-03-30
SRV-0694,Windows Server 2019,37.98,40.44,2.46,2025-03-30
SRV-0695,Windows Server 2019,16.01,16.67,0.66,2025-03-30
SRV-0696,Windows Server 2019,41.93,43.06,1.13,2025-03-30
SRV-0697,Windows Server 2016,38.05,39.9,1.85,2025-03-30
SRV-0698,Windows Server 2019,21.27,21.65,0.38,2025-03-30
SRV-0699,Windows Server 2019,22.93,24.47,1.54,2025-03-30
SRV-0700,Windows Server 2022,20.91,21.37,0.46,2025-03-30
SRV-0701,Windows Server 2022,48.44,51.17,2.73,2025-03-30
SRV-0702,Windows Server 2022,35.46,36.8,1.34,2025-03-30
SRV-0703,Windows Server 2019,34.08,35.65,1.57,2025-03-30
SRV-0704,Windows Server 2022,43.6,46.95,3.35,2025-03-30
SRV-0705,Windows Server 2019,44.82,46.68,1.86,2025-03-30
SRV-0706,Windows Server 2022,8.57,10.92,2.35,2025-03-30
SRV-0707,Windows Server 2016,20.9,22.3,1.4,2025-03-30
SRV-0708,Windows Server 2019,25.05,29.42,4.37,2025-03-30
SRV-0709,Windows Server 2022,36.88,38.38,1.5,2025-03-30
SRV-0710,Windows Server 2016,27.58,29.09,1.51,2025-03-30
SRV-0711,Windows Server 2019,27.93,30.76,2.83,2025-03-30
SRV-0712,Windows Server 2022,46.25,49.72,3.47,2025-03-30
SRV-0713,Windows Server 2022,35.09,38.9,3.81,2025-03-30
SRV-0714,Windows Server 2019,34.17,38.96,4.79,2025-03-30
SRV-0715,Windows Server 2019,32.52,33.57,1.05,2025-03-30
SRV-0716,Windows Server 2016,36.03,40.75,4.72,2025-03-30
SRV-0717,Windows Server 2022,22.83,24.6,1.77,2025-03-30
SRV-0718,Windows Server 2022,25.82,30.32,4.5,2025-03-30
SRV-0719,Windows Server 2019,41.11,43.35,2.24,2025-03-30
SRV-0720,Windows Server 2019,36.53,38.63,2.1,2025-03-30
SRV-0721,Windows Server 2022,13.11,13.98,0.87,2025-03-30
SRV-0722,Windows Server 2019,7.51,8.11,0.6,2025-03-30
SRV-0723,Windows Server 2019,42.46,42.63,0.17,2025-03-30
SRV-0724,Windows Server 2016,33.11,38.04,4.93,2025-03-30
SRV-0725,Windows Server 2019,31.11,36.08,4.97,2025-03-30
SRV-0726,Windows Server 2022,47.81,51.33,3.52,2025-03-30
SRV-0727,Windows Server 2019,21.02,25.05,4.03,2025-03-30
SRV-0728,Windows Server 2016,22.06,23.7,1.64,2025-03-30
SRV-0729,Windows Server 2016,40.45,43.06,2.61,2025-03-30
SRV-0730,Windows Server 2019,47.48,51.48,4.0,2025-03-30
SRV-0731,Windows Server 2019,21.23,25.52,4.29,2025-03-30
SRV-0732,Windows Server 2022,35.23,37.98,2.75,2025-03-30
SRV-0733,Windows Server 2022,48.01,49.03,1.02,2025-03-30
SRV-0734,Windows Server 2019,13.88,17.26,3.38,2025-03-30
SRV-0735,Windows Server 2022,6.25,7.11,0.86,2025-03-30
SRV-0736,Windows Server 2019,42.36,43.36,1.0,2025-03-30
SRV-0737,Windows Server 2019,31.8,32.68,0.88,2025-03-30
SRV-0738,Windows Server 2022,12.34,16.82,4.48,2025-03-30
SRV-0739,Windows Server 2019,10.76,13.11,2.35,2025-03-30
SRV-0740,Windows Server 2019,6.19,9.7,3.51,2025-03-30
SRV-0741,Windows Server 2022,32.56,35.07,2.51,2025-03-30
SRV-0742,Windows Server 2019,19.32,21.38,2.06,2025-03-30
SRV-0743,Windows Server 2022,38.47,42.09,3.62,2025-03-30
SRV-0744,Windows Server 2022,31.01,34.79,3.78,2025-03-30
SRV-0745,Windows Server 2019,10.65,15.51,4.86,2025-03-30
SRV-0746,Windows Server 2019,24.21,27.68,3.47,2025-03-30
SRV-0747,Windows Server 2022,39.2,40.78,1.58,2025-03-30
SRV-0748,Windows Server 2016,34.07,36.91,2.84,2025-03-30
SRV-0749,Windows Server 2016,34.24,38.53,4.29,2025-03-30
SRV-0750,Windows Server 2019,35.61,40.29,4.68,2025-03-30
SRV-0751,Windows Server 2019,18.99,22.02,3.03,2025-03-30
SRV-0752,Windows Server 2019,48.41,49.27,0.86,2025-03-30
SRV-0753,Windows Server 2019,28.32,31.58,3.26,2025-03-30
SRV-0754,Windows Server 2022,26.14,26.8,0.66,2025-03-30
SRV-0755,Windows Server 2022,19.2,24.0,4.8,2025-03-30
SRV-0756,Windows Server 2016,22.12,22.31,0.19,2025-03-30
SRV-0757,Windows Server 2022,42.18,43.41,1.23,2025-03-30
SRV-0758,Windows Server 2016,26.65,28.46,1.81,2025-03-30
SRV-0759,Windows Server 2016,10.47,12.6,2.13,2025-03-30
SRV-0760,Windows Server 2019,49.24,52.6,3.36,2025-03-30
SRV-0761,Windows Server 2016,37.17,37.74,0.57,2025-03-30
SRV-0762,Windows Server 2022,26.3,30.46,4.16,2025-03-30
SRV-0763,Windows Server 2022,9.49,14.3,4.81,2025-03-30
SRV-0764,Windows Server 2019,6.58,10.61,4.03,2025-03-30
SRV-0765,Windows Server 2016,32.34,34.3,1.96,2025-03-30
SRV-0766,Windows Server 2016,36.2,39.79,3.59,2025-03-30
SRV-0767,Windows Server 2019,24.61,27.19,2.58,2025-03-30
SRV-0768,Windows Server 2019,27.71,28.09,0.38,2025-03-30
SRV-0769,Windows Server 2016,20.64,23.84,3.2,2025-03-30
SRV-0770,Windows Server 2019,32.26,36.55,4.29,2025-03-30
SRV-0771,Windows Server 2022,46.65,47.73,1.08,2025-03-30
SRV-0772,Windows Server 2019,12.54,17.37,4.83,2025-03-30
SRV-0773,Windows Server 2019,39.47,42.45,2.98,2025-03-30
SRV-0774,Windows Server 2019,27.62,29.59,1.97,2025-03-30
SRV-0775,Windows Server 2019,5.97,9.99,4.02,2025-03-30
SRV-0776,Windows Server 2022,39.0,41.52,2.52,2025-03-30
SRV-0777,Windows Server 2019,45.79,48.57,2.78,2025-03-30
SRV-0778,Windows Server 2022,8.51,11.26,2.75,2025-03-30
SRV-0779,Windows Server 2016,33.17,37.14,3.97,2025-03-30
SRV-0780,Windows Server 2019,10.89,11.29,0.4,2025-03-30
SRV-0781,Windows Server 2022,49.71,54.52,4.81,2025-03-30
SRV-0782,Windows Server 2016,25.97,27.83,1.86,2025-03-30
SRV-0783,Windows Server 2019,29.35,32.61,3.26,2025-03-30
SRV-0784,Windows Server 2022,24.32,27.34,3.02,2025-03-30
SRV-0785,Windows Server 2019,11.25,14.28,3.03,2025-03-30
SRV-0786,Windows Server 2022,15.58,20.44,4.86,2025-03-30
SRV-0787,Windows Server 2019,45.01,46.1,1.09,2025-03-30
SRV-0788,Windows Server 2019,32.24,32.61,0.37,2025-03-30
SRV-0789,Windows Server 2022,30.35,33.16,2.81,2025-03-30
SRV-0790,Windows Server 2019,39.16,44.1,4.94,2025-03-30
SRV-0791,Windows Server 2019,44.83,47.03,2.2,2025-03-30
SRV-0792,Windows Server 2016,23.02,26.91,3.89,2025-03-30
SRV-0793,Windows Server 2019,7.0,7.12,0.12,2025-03-30
SRV-0794,Windows Server 2022,39.42,39.86,0.44,2025-03-30
SRV-0795,Windows Server 2019,48.21,49.59,1.38,2025-03-30
SRV-0796,Windows Server 2016,14.79,18.44,3.65,2025-03-30
SRV-0797,Windows Server 2022,12.63,14.68,2.05,2025-03-30
SRV-0798,Windows Server 2016,30.36,32.17,1.81,2025-03-30
SRV-0799,Windows Server 2019,46.1,49.98,3.88,2025-03-30
SRV-0800,Windows Server 2019,43.18,45.46,2.28,2025-03-30
SRV-0801,Windows Server 2019,14.28,16.08,1.8,2025-03-30
SRV-0802,Windows Server 2022,20.15,20.84,0.69,2025-03-30
SRV-0803,Windows Server 2019,45.84,49.68,3.84,2025-03-30
SRV-0804,Windows Server 2019,9.51,9.97,0.46,2025-03-30
SRV-0805,Windows Server 2019,7.85,12.55,4.7,2025-03-30
SRV-0806,Windows Server 2019,9.94,13.46,3.52,2025-03-30
SRV-0807,Windows Server 2019,29.12,30.49,1.37,2025-03-30
SRV-0808,Windows Server 2019,27.9,30.68,2.78,2025-03-30
SRV-0809,Windows Server 2022,28.83,31.69,2.86,2025-03-30
SRV-0810,Windows Server 2019,43.31,43.91,0.6,2025-03-30
SRV-0811,Windows Server 2019,36.98,40.89,3.91,2025-03-30
SRV-0812,Windows Server 2016,37.6,38.41,0.81,2025-03-30
SRV-0813,Windows Server 2022,26.51,29.22,2.71,2025-03-30
SRV-0814,Windows Server 2022,27.94,31.12,3.18,2025-03-30
SRV-0815,Windows Server 2016,10.29,11.36,1.07,2025-03-30
SRV-0816,Windows Server 2019,41.53,44.64,3.11,2025-03-30
SRV-0817,Windows Server 2022,46.24,46.91,0.67,2025-03-30
SRV-0818,Windows Server 2019,30.72,31.04,0.32,2025-03-30
SRV-0819,Windows Server 2019,34.03,37.54,3.51,2025-03-30
SRV-0820,Windows Server 2022,26.61,27.16,0.55,2025-03-30
SRV-0821,Windows Server 2019,31.98,34.06,2.08,2025-03-30
SRV-0822,Windows Server 2016,22.71,27.62,4.91,2025-03-30
SRV-0823,Windows Server 2016,42.31,44.69,2.38,2025-03-30
SRV-0824,Windows Server 2019,27.16,27.74,0.58,2025-03-30
SRV-0825,Windows Server 2016,41.0,42.36,1.36,2025-03-30
SRV-0826,Windows Server 2016,45.06,48.54,3.48,2025-03-30
SRV-0827,Windows Server 2022,25.07,26.5,1.43,2025-03-30
SRV-0828,Windows Server 2022,15.24,16.44,1.2,2025-03-30
SRV-0829,Windows Server 2016,16.47,18.41,1.94,2025-03-30
SRV-0830,Windows Server 2016,11.25,14.11,2.86,2025-03-30
SRV-0831,Windows Server 2022,30.72,31.35,0.63,2025-03-30
SRV-0832,Windows Server 2019,39.74,41.91,2.17,2025-03-30
SRV-0833,Windows Server 2019,30.48,35.42,4.94,2025-03-30
SRV-0834,Windows Server 2016,6.4,10.09,3.69,2025-03-30
SRV-0835,Windows Server 2016,25.17,30.15,4.98,2025-03-30
SRV-0836,Windows Server 2022,23.22,27.2,3.98,2025-03-30
SRV-0837,Windows Server 2019,23.65,27.27,3.62,2025-03-30
SRV-0838,Windows Server 2019,11.52,13.84,2.32,2025-03-30
SRV-0839,Windows Server 2022,20.64,24.72,4.08,2025-03-30
SRV-0840,Windows Server 2019,36.81,38.2,1.39,2025-03-30
SRV-0841,Windows Server 2019,33.85,36.6,2.75,2025-03-30
SRV-0842,Windows Server 2019,5.08,6.6,1.52,2025-03-30
SRV-0843,Windows Server 2016,9.84,13.76,3.92,2025-03-30
SRV-0844,Windows Server 2019,36.55,38.36,1.81,2025-03-30
SRV-0845,Windows Server 2016,19.02,22.01,2.99,2025-03-30
SRV-0846,Windows Server 2022,6.49,10.91,4.42,2025-03-30
SRV-0847,Windows Server 2016,47.44,52.28,4.84,2025-03-30
SRV-0848,Windows Server 2022,26.82,27.43,0.61,2025-03-30
SRV-0849,Windows Server 2019,22.4,24.69,2.29,2025-03-30
SRV-0850,Windows Server 2016,27.66,30.2,2.54,2025-03-30
SRV-0851,Windows Server 2022,48.5,51.93,3.43,2025-03-30
SRV-0852,Windows Server 2016,47.95,52.93,4.98,2025-03-30
SRV-0853,Windows Server 2019,28.42,30.16,1.74,2025-03-30
SRV-0854,Windows Server 2022,48.59,52.9,4.31,2025-03-30
SRV-0855,Windows Server 2022,19.14,21.49,2.35,2025-03-30
SRV-0856,Windows Server 2022,29.6,31.06,1.46,2025-03-30
SRV-0857,Windows Server 2019,26.56,28.99,2.43,2025-03-30
SRV-0858,Windows Server 2016,10.43,14.64,4.21,2025-03-30
SRV-0859,Windows Server 2019,37.74,37.99,0.25,2025-03-30
SRV-0860,Windows Server 2019,41.76,42.19,0.43,2025-03-30
SRV-0861,Windows Server 2019,6.13,6.76,0.63,2025-03-30
SRV-0862,Windows Server 2022,30.31,34.37,4.06,2025-03-30
SRV-0863,Windows Server 2022,20.53,22.15,1.62,2025-03-30
SRV-0864,Windows Server 2019,47.14,48.11,0.97,2025-03-30
SRV-0865,Windows Server 2022,34.14,34.73,0.59,2025-03-30
SRV-0866,Windows Server 2022,38.11,42.53,4.42,2025-03-30
SRV-0867,Windows Server 2016,44.24,46.12,1.88,2025-03-30
SRV-0868,Windows Server 2016,43.7,43.97,0.27,2025-03-30
SRV-0869,Windows Server 2016,41.23,41.61,0.38,2025-03-30
SRV-0870,Windows Server 2019,48.03,49.62,1.59,2025-03-30
SRV-0871,Windows Server 2022,22.11,22.37,0.26,2025-03-30
SRV-0872,Windows Server 2022,10.79,11.3,0.51,2025-03-30
SRV-0873,Windows Server 2022,15.62,17.2,1.58,2025-03-30
SRV-0874,Windows Server 2016,15.32,16.0,0.68,2025-03-30
SRV-0875,Windows Server 2019,13.41,16.39,2.98,2025-03-30
SRV-0876,Windows Server 2019,33.07,37.2,4.13,2025-03-30
SRV-0877,Windows Server 2016,36.87,40.06,3.19,2025-03-30
SRV-0878,Windows Server 2019,19.65,22.95,3.3,2025-03-30
SRV-0879,Windows Server 2022,19.15,19.87,0.72,2025-03-30
SRV-0880,Windows Server 2016,42.82,47.1,4.28,2025-03-30
SRV-0881,Windows Server 2016,7.53,11.99,4.46,2025-03-30
SRV-0882,Windows Server 2019,46.89,51.76,4.87,2025-03-30
SRV-0883,Windows Server 2022,12.25,15.35,3.1,2025-03-30
SRV-0884,Windows Server 2019,27.22,29.85,2.63,2025-03-30
SRV-0885,Windows Server 2016,22.13,26.22,4.09,2025-03-30
SRV-0886,Windows Server 2019,24.32,27.81,3.49,2025-03-30
SRV-0887,Windows Server 2019,37.06,37.89,0.83,2025-03-30
SRV-0888,Windows Server 2019,25.71,28.68,2.97,2025-03-30
SRV-0889,Windows Server 2019,30.24,33.34,3.1,2025-03-30
SRV-0890,Windows Server 2016,44.17,46.24,2.07,2025-03-30
SRV-0891,Windows Server 2022,36.53,37.91,1.38,2025-03-30
SRV-0892,Windows Server 2019,36.37,37.58,1.21,2025-03-30
SRV-0893,Windows Server 2016,44.79,48.5,3.71,2025-03-30
SRV-0894,Windows Server 2022,23.28,23.5,0.22,2025-03-30
SRV-0895,Windows Server 2016,28.69,30.73,2.04,2025-03-30
SRV-0896,Windows Server 2019,43.31,46.0,2.69,2025-03-30
SRV-0897,Windows Server 2019,41.61,46.53,4.92,2025-03-30
SRV-0898,Windows Server 2016,39.64,41.22,1.58,2025-03-30
SRV-0899,Windows Server 2016,15.79,16.01,0.22,2025-03-30
SRV-0900,Windows Server 2019,40.45,40.79,0.34,2025-03-30
SRV-0901,Windows Server 2019,14.92,15.44,0.52,2025-03-30
SRV-0902,Windows Server 2019,48.67,53.62,4.95,2025-03-30
SRV-0903,Windows Server 2022,14.9,17.21,2.31,2025-03-30
SRV-0904,Windows Server 2022,7.8,10.24,2.44,2025-03-30
SRV-0905,Windows Server 2022,37.01,40.13,3.12,2025-03-30
SRV-0906,Windows Server 2022,43.98,47.56,3.58,2025-03-30
SRV-0907,Windows Server 2016,19.45,20.79,1.34,2025-03-30
SRV-0908,Windows Server 2019,21.03,24.7,3.67,2025-03-30
SRV-0909,Windows Server 2022,44.18,44.3,0.12,2025-03-30
SRV-0910,Windows Server 2016,49.73,53.08,3.35,2025-03-30
SRV-0911,Windows Server 2019,49.82,53.37,3.55,2025-03-30
SRV-0912,Windows Server 2019,21.48,21.66,0.18,2025-03-30
SRV-0913,Windows Server 2019,34.95,38.24,3.29,2025-03-30
SRV-0914,Windows Server 2019,12.83,16.35,3.52,2025-03-30
SRV-0915,Windows Server 2022,16.91,20.04,3.13,2025-03-30
SRV-0916,Windows Server 2016,21.88,26.19,4.31,2025-03-30
SRV-0917,Windows Server 2019,48.55,52.17,3.62,2025-03-30
SRV-0918,Windows Server 2019,34.86,37.61,2.75,2025-03-30
SRV-0919,Windows Server 2016,10.88,13.31,2.43,2025-03-30
SRV-0920,Windows Server 2019,38.97,41.38,2.41,2025-03-30
SRV-0921,Windows Server 2022,27.18,28.88,1.7,2025-03-30
SRV-0922,Windows Server 2019,24.02,24.28,0.26,2025-03-30
SRV-0923,Windows Server 2019,41.98,43.96,1.98,2025-03-30
SRV-0924,Windows Server 2016,33.98,35.76,1.78,2025-03-30
SRV-0925,Windows Server 2016,23.56,24.77,1.21,2025-03-30
SRV-0926,Windows Server 2019,30.04,34.43,4.39,2025-03-30
SRV-0927,Windows Server 2022,47.41,47.64,0.23,2025-03-30
SRV-0928,Windows Server 2019,21.39,23.02,1.63,2025-03-30
SRV-0929,Windows Server 2019,25.29,28.87,3.58,2025-03-30
SRV-0930,Windows Server 2019,40.36,43.2,2.84,2025-03-30
SRV-0931,Windows Server 2016,15.3,15.73,0.43,2025-03-30
SRV-0932,Windows Server 2022,48.09,52.63,4.54,2025-03-30
SRV-0933,Windows Server 2016,30.6,32.84,2.24,2025-03-30
SRV-0934,Windows Server 2019,10.37,13.62,3.25,2025-03-30
SRV-0935,Windows Server 2019,21.86,24.71,2.85,2025-03-30
SRV-0936,Windows Server 2019,7.36,8.86,1.5,2025-03-30
SRV-0937,Windows Server 2016,36.62,38.74,2.12,2025-03-30
SRV-0938,Windows Server 2019,37.69,42.28,4.59,2025-03-30
SRV-0939,Windows Server 2019,38.72,42.61,3.89,2025-03-30
SRV-0940,Windows Server 2022,36.72,41.39,4.67,2025-03-30
SRV-0941,Windows Server 2019,40.15,43.94,3.79,2025-03-30
SRV-0942,Windows Server 2019,36.32,39.32,3.0,2025-03-30
SRV-0943,Windows Server 2022,43.02,46.92,3.9,2025-03-30
SRV-0944,Windows Server 2019,47.01,48.79,1.78,2025-03-30
SRV-0945,Windows Server 2019,34.91,35.87,0.96,2025-03-30
SRV-0946,Windows Server 2019,48.21,51.93,3.72,2025-03-30
SRV-0947,Windows Server 2022,25.32,26.3,0.98,2025-03-30
SRV-0948,Windows Server 2019,5.7,8.47,2.77,2025-03-30
SRV-0949,Windows Server 2019,18.54,22.38,3.84,2025-03-30
SRV-0950,Windows Server 2022,7.78,11.56,3.78,2025-03-30
SRV-0951,Windows Server 2019,25.97,30.52,4.55,2025-03-30
SRV-0952,Windows Server 2016,14.3,14.76,0.46,2025-03-30
SRV-0953,Windows Server 2019,34.23,36.18,1.95,2025-03-30
SRV-0954,Windows Server 2019,34.86,38.81,3.95,2025-03-30
SRV-0955,Windows Server 2019,31.22,34.0,2.78,2025-03-30
SRV-0956,Windows Server 2016,23.38,26.03,2.65,2025-03-30
SRV-0957,Windows Server 2019,43.36,44.44,1.08,2025-03-30
SRV-0958,Windows Server 2019,45.19,48.98,3.79,2025-03-30
SRV-0959,Windows Server 2022,12.85,17.11,4.26,2025-03-30
SRV-0960,Windows Server 2016,7.72,11.49,3.77,2025-03-30
SRV-0961,Windows Server 2022,11.14,14.8,3.66,2025-03-30
SRV-0962,Windows Server 2016,25.89,28.27,2.38,2025-03-30
SRV-0963,Windows Server 2016,46.04,50.42,4.38,2025-03-30
SRV-0964,Windows Server 2022,13.55,16.88,3.33,2025-03-30
SRV-0965,Windows Server 2019,11.73,13.0,1.27,2025-03-30
SRV-0966,Windows Server 2022,39.22,41.68,2.46,2025-03-30
SRV-0967,Windows Server 2019,48.33,52.16,3.83,2025-03-30
SRV-0968,Windows Server 2019,25.79,27.06,1.27,2025-03-30
SRV-0969,Windows Server 2022,42.51,44.07,1.56,2025-03-30
SRV-0970,Windows Server 2019,31.31,33.42,2.11,2025-03-30
SRV-0971,Windows Server 2019,21.21,26.08,4.87,2025-03-30
SRV-0972,Windows Server 2022,11.62,13.04,1.42,2025-03-30
SRV-0973,Windows Server 2019,46.48,48.77,2.29,2025-03-30
SRV-0974,Windows Server 2016,17.73,18.96,1.23,2025-03-30
SRV-0975,Windows Server 2019,46.76,48.97,2.21,2025-03-30
SRV-0976,Windows Server 2016,44.11,46.12,2.01,2025-03-30
SRV-0977,Windows Server 2019,33.38,34.69,1.31,2025-03-30
SRV-0978,Windows Server 2016,18.63,19.91,1.28,2025-03-30
SRV-0979,Windows Server 2022,6.4,8.61,2.21,2025-03-30
SRV-0980,Windows Server 2019,9.42,11.02,1.6,2025-03-30
SRV-0981,Windows Server 2022,47.61,50.8,3.19,2025-03-30
SRV-0982,Windows Server 2016,48.66,51.1,2.44,2025-03-30
SRV-0983,Windows Server 2022,19.29,21.07,1.78,2025-03-30
SRV-0984,Windows Server 2016,45.14,47.87,2.73,2025-03-30
SRV-0985,Windows Server 2022,23.78,26.15,2.37,2025-03-30
SRV-0986,Windows Server 2019,5.29,10.09,4.8,2025-03-30
SRV-0987,Windows Server 2019,48.5,49.87,1.37,2025-03-30
SRV-0988,Windows Server 2022,15.74,15.98,0.24,2025-03-30
SRV-0989,Windows Server 2016,43.09,44.15,1.06,2025-03-30
SRV-0990,Windows Server 2019,38.16,41.09,2.93,2025-03-30
SRV-0991,Windows Server 2022,16.41,17.74,1.33,2025-03-30
SRV-0992,Windows Server 2019,18.39,23.39,5.0,2025-03-30
SRV-0993,Windows Server 2019,22.29,26.06,3.77,2025-03-30
SRV-0994,Windows Server 2019,15.47,16.93,1.46,2025-03-30
SRV-0995,Windows Server 2019,37.57,38.08,0.51,2025-03-30
SRV-0996,Windows Server 2019,7.28,8.44,1.16,2025-03-30
SRV-0997,Windows Server 2019,7.14,10.31,3.17,2025-03-30
SRV-0998,Windows Server 2019,25.71,29.71,4.0,2025-03-30
SRV-0999,Windows Server 2019,21.83,25.6,3.77,2025-03-30
SRV-1000,Windows Server 2019,9.92,10.39,0.47,2025-03-30
SRV-0001,Windows Server 2019,12.9,15.19,2.29,2025-04-06
SRV-0002,Windows Server 2019,6.72,10.4,3.68,2025-04-06
SRV-0003,Windows Server 2016,13.23,17.42,4.19,2025-04-06
SRV-0004,Windows Server 2022,21.73,25.99,4.26,2025-04-06
SRV-0005,Windows Server 2022,33.81,35.25,1.44,2025-04-06
SRV-0006,Windows Server 2019,40.71,45.27,4.56,2025-04-06
SRV-0007,Windows Server 2022,44.78,46.69,1.91,2025-04-06
SRV-0008,Windows Server 2016,43.47,47.21,3.74,2025-04-06
SRV-0009,Windows Server 2019,42.55,45.71,3.16,2025-04-06
SRV-0010,Windows Server 2022,33.74,34.08,0.34,2025-04-06
SRV-0011,Windows Server 2016,25.78,26.94,1.16,2025-04-06
SRV-0012,Windows Server 2016,16.82,21.06,4.24,2025-04-06
SRV-0013,Windows Server 2022,9.31,9.46,0.15,2025-04-06
SRV-0014,Windows Server 2016,45.05,45.15,0.1,2025-04-06
SRV-0015,Windows Server 2022,28.28,30.34,2.06,2025-04-06
SRV-0016,Windows Server 2019,39.66,41.23,1.57,2025-04-06
SRV-0017,Windows Server 2019,37.88,42.11,4.23,2025-04-06
SRV-0018,Windows Server 2019,10.28,13.74,3.46,2025-04-06
SRV-0019,Windows Server 2019,41.44,42.72,1.28,2025-04-06
SRV-0020,Windows Server 2019,18.98,22.33,3.35,2025-04-06
SRV-0021,Windows Server 2016,8.98,11.51,2.53,2025-04-06
SRV-0022,Windows Server 2019,17.31,21.01,3.7,2025-04-06
SRV-0023,Windows Server 2019,17.65,18.93,1.28,2025-04-06
SRV-0024,Windows Server 2016,22.94,27.19,4.25,2025-04-06
SRV-0025,Windows Server 2022,37.9,40.13,2.23,2025-04-06
SRV-0026,Windows Server 2022,16.34,16.84,0.5,2025-04-06
SRV-0027,Windows Server 2019,14.58,18.82,4.24,2025-04-06
SRV-0028,Windows Server 2022,34.46,36.97,2.51,2025-04-06
SRV-0029,Windows Server 2019,6.62,11.52,4.9,2025-04-06
SRV-0030,Windows Server 2022,30.05,34.5,4.45,2025-04-06
SRV-0031,Windows Server 2019,42.91,46.97,4.06,2025-04-06
SRV-0032,Windows Server 2022,25.41,25.78,0.37,2025-04-06
SRV-0033,Windows Server 2019,49.27,49.84,0.57,2025-04-06
SRV-0034,Windows Server 2022,24.72,26.34,1.62,2025-04-06
SRV-0035,Windows Server 2022,41.53,42.86,1.33,2025-04-06
SRV-0036,Windows Server 2019,38.58,38.82,0.24,2025-04-06
SRV-0037,Windows Server 2019,5.76,6.28,0.52,2025-04-06
SRV-0038,Windows Server 2022,49.66,54.47,4.81,2025-04-06
SRV-0039,Windows Server 2022,41.21,41.94,0.73,2025-04-06
SRV-0040,Windows Server 2019,44.96,48.04,3.08,2025-04-06
SRV-0041,Windows Server 2019,41.28,43.05,1.77,2025-04-06
SRV-0042,Windows Server 2022,30.5,32.13,1.63,2025-04-06
SRV-0043,Windows Server 2022,21.35,24.63,3.28,2025-04-06
SRV-0044,Windows Server 2022,31.09,32.27,1.18,2025-04-06
SRV-0045,Windows Server 2019,6.4,6.69,0.29,2025-04-06
SRV-0046,Windows Server 2022,5.64,10.0,4.36,2025-04-06
SRV-0047,Windows Server 2019,13.88,18.87,4.99,2025-04-06
